term,crn,note,course,title,xlist,xlist_crn,instructor,group,theme,graduate_level,year_long,subject,status,units,quarter,duration,no_prereq,days,time,location,meetings,seats_available,reserved_seats,instruction_mode
Spring 2024,30719,,CHEM 102 S32,Chemical Reactivity,[],[],"Dannenhoffer-Lafage, Thomas","['3', '3+']",[],,N,Chemistry,active,1,,1 semester,N,"['MWF', 'Th']","['11:00-11:50', '13:40-14:30']","['BIOL 19', 'PHYSIC 122']","[['Monday', '1100', '1150', 'BIOL 19'], ['Wednesday', '1100', '1150', 'BIOL 19'], ['Friday', '1100', '1150', 'BIOL 19'], ['Thursday', '1340', '1430', 'PHYSIC 122']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30103,,CHEM 202 SL2,Organic Chemistry II: Lab,[],[],"Ni, Jane","['3', '3+']",[],,N,Chemistry,active,0,,1 semester,N,"['W', 'M']","['13:10-17:00', '18:10-19:00']","['CHEM 209', 'VOLLUM VLH']","[['Wednesday', '1310', '1700', 'CHEM 209'], ['Monday', '1810', '1900', 'VOLLUM VLH']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30968,"Each section of DANC 101 is offered as either academic credit or as PE credit. This section is for PE credit only, for one quarter only. Students must register for both quarters (the full semester): PE 103 and PE 104. 
To register for academic credit, do not register for these PE sections, and instead register for the appropriate section from the Dance 101 course listings.",PE 103 3T1 Qtr 1,Tango I-II PE Credit,[],[],"Fortuna, Victoria",[],[],,N,Physical Education,active,0,1,1st quarter,N,['TuTh'],['15:10-16:30'],['GRNWD MAIN'],"[['Tuesday', '1510', '1630', 'GRNWD MAIN'], ['Thursday', '1510', '1630', 'GRNWD MAIN']]","any students, new students",N,In-Person Instruction Only
Spring 2024,31273,,PE 103 SQT Qtr 1,Squash - Team,[],[],"Zaharchuk, Rodney",[],[],,N,Physical Education,active,0,1,1st quarter,N,['MW'],['18:10-20:00'],['SPORTS COURTS1'],"[['Monday', '1810', '2000', 'SPORTS COURTS1'], ['Wednesday', '1810', '2000', 'SPORTS COURTS1']]","any students, new students",N,In-Person Instruction Only
Spring 2024,31302,,PE 104 PIL Qtr 2,Pilates,[],[],"Bradley, Mary",[],[],,N,Physical Education,active,0,2,2nd quarter,N,['MW'],['12:00-12:50'],['SPORTS DANCE'],"[['Monday', '1200', '1250', 'SPORTS DANCE'], ['Wednesday', '1200', '1250', 'SPORTS DANCE']]",,N,In-Person Instruction Only
Spring 2024,31304,"Rugby has team sport fees (CIPP, PNRFU).",PE 104 RGB Qtr 2,Rugby,[],[],"Baravilala, Bui",[],[],,N,Physical Education,active,0,2,2nd quarter,N,"['Su', 'W']","['12:00-13:50', '16:10-18:00']","['SPORTS FIELDL', 'SPORTS FIELDL']","[['Sunday', '1200', '1350', 'SPORTS FIELDL'], ['Wednesday', '1610', '1800', 'SPORTS FIELDL']]","any students, new students",N,In-Person Instruction Only
Spring 2024,31308,,PE 104 SDT Qtr 2,Self Defense: Theory & Fitness,[],[],"Thomas, Maria",[],[],,N,Physical Education,active,0,2,2nd quarter,N,['F'],['13:45-15:45'],['SPORTS MAT'],"[['Friday', '1345', '1545', 'SPORTS MAT']]","any students, new students",N,In-Person Instruction Only
Spring 2024,31312,,PE 104 SQI Qtr 2,Squash - Intermediate,[],[],"Zaharchuk, Rodney",[],[],,N,Physical Education,active,0,2,2nd quarter,N,['TuTh'],['16:10-17:00'],['SPORTS COURTS1'],"[['Tuesday', '1610', '1700', 'SPORTS COURTS1'], ['Thursday', '1610', '1700', 'SPORTS COURTS1']]","any students, new students",N,In-Person Instruction Only
Spring 2024,31318,"Ultimate Frisbee has a team sport fee for the academic year (travel, tournament fees, membership dues).",PE 104 UFB Qtr 2,Ultimate Frisbee,[],[],"Hursey, Aaron",[],[],,N,Physical Education,active,0,2,2nd quarter,N,"['Su', 'F']","['14:10-16:00', '16:10-18:00']","['SPORTS FIELDU', 'SPORTS FIELDL']","[['Sunday', '1410', '1600', 'SPORTS FIELDU'], ['Friday', '1610', '1800', 'SPORTS FIELDL']]","any students, new students",N,In-Person Instruction Only
Spring 2024,31319,Open to all skill levels. Students must be comfortable playing outdoors in cold and wet weather. Indoor squash courts will be used in inclement weather.,PE 104 VOL Qtr 2,Volleyball,[],[],"Prewitt, Katy",[],[],,N,Physical Education,active,0,2,2nd quarter,N,['MW'],['16:10-17:00'],['SPORTS COURTS1'],"[['Monday', '1610', '1700', 'SPORTS COURTS1'], ['Wednesday', '1610', '1700', 'SPORTS COURTS1']]",,N,In-Person Instruction Only
Spring 2024,31434,"Bowling has a weekly class fee of (approximately) $15, which includes lane fees and shoes. Class meets on Tuesdays starting 3/19/24 at 3:10pm, in the West Parking Lot, in front of the PAB. Departure between 3:15-3:20pm.",PE 104 BOW Qtr 2,Bowling,[],[],"McCormack, Todd",[],[],,N,Physical Education,active,0,2,2nd quarter,N,['Tu'],['15:10-17:30'],[],"[['Tuesday', '1510', '1730', None]]","any students, new students",N,N/A
Spring 2024,31060,,PHYS 332 S01,Advanced Laboratory II,[],[],"Heath, Jennifer","['3', '3+']",[],,N,Physics,active,1,,1 semester,N,"['Tu', 'M']","['13:40-16:30', '15:10-16:00']","['PHYSIC 227', 'PHYSIC 123']","[['Tuesday', '1340', '1630', 'PHYSIC 227'], ['Monday', '1510', '1600', 'PHYSIC 123']]","any students, new students",N,In-Person Instruction Only
Spring 2024,31061,,PHYS 332 S02,Advanced Laboratory II,[],[],"Heath, Jennifer","['3', '3+']",[],,N,Physics,active,1,,1 semester,N,"['W', 'M']","['13:10-16:00', '15:10-16:00']","['PHYSIC 227', 'PHYSIC 123']","[['Wednesday', '1310', '1600', 'PHYSIC 227'], ['Monday', '1510', '1600', 'PHYSIC 123']]","any students, new students",N,In-Person Instruction Only
Spring 2024,31252,,PHYS 102 SL6,General Physics II: Lab,[],[],"Gross, Owen","['3', '3+']",[],,N,Physics,active,0,,1 semester,N,['M'],['13:10-16:00'],['PHYSIC 133'],"[['Monday', '1310', '1600', 'PHYSIC 133']]","any students, new students",N,In-Person Instruction Only
Spring 2024,31041,,MATH 141 S01,Intro to Probability & Statist,[],[],"Wainstein, Lenny",['3'],[],,N,Mathematics,active,1,,1 semester,Y,"['Th', 'MWF']","['09:00-10:20', '10:00-10:50']","['ETC 211', 'ELIOT 314']","[['Thursday', '0900', '1020', 'ETC 211'], ['Monday', '1000', '1050', 'ELIOT 314'], ['Wednesday', '1000', '1050', 'ELIOT 314'], ['Friday', '1000', '1050', 'ELIOT 314']]",,Y,In-Person Instruction Only
Spring 2024,30992,,BIOL 131 S01,Intro to Computational Biology,[],[],"Ritz, Anna",['3'],[],,N,Biology,active,1,,1 semester,N,"['MWF', 'M']","['10:00-10:50', '13:10-15:00']","['CHEM 301', 'ETC 211']","[['Monday', '1000', '1050', 'CHEM 301'], ['Wednesday', '1000', '1050', 'CHEM 301'], ['Friday', '1000', '1050', 'CHEM 301'], ['Monday', '1310', '1500', 'ETC 211']]",,N,In-Person Instruction Only
Spring 2024,31039,,HUM 231 S01,Early Imp China: Qin-Han Unif,[],[],"Wang, Michelle","['1', '2']",['Chinese Studies'],,N,Humanities,active,1,,1 semester,N,"['MW', 'MW']","['10:00-10:50', '18:10-19:30']","['LIB 41', 'LIB 203']","[['Monday', '1000', '1050', 'LIB 41'], ['Wednesday', '1000', '1050', 'LIB 41'], ['Monday', '1810', '1930', 'LIB 203'], ['Wednesday', '1810', '1930', 'LIB 203']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30521,,BIOL 372 S02,Cellular Biology,[],[],"Applewhite, Derek","['3', '3+']",[],,N,Biology,active,1,,1 semester,N,"['MW', 'Th']","['08:30-09:50', '13:40-17:30']","['PSYCH 105', 'BIOL 207']","[['Monday', '0830', '0950', 'PSYCH 105'], ['Wednesday', '0830', '0950', 'PSYCH 105'], ['Thursday', '1340', '1730', 'BIOL 207']]",,N,In-Person Instruction Only
Spring 2024,31257,"Students may only apply 2 credits from 200-, 300-, and 400-level PE courses toward the 6-credit PE requirement. MANDATORY meeting on Wednesday, Jan 24, 2024, at 5pm in the Outdoor Center.",PE 203 CLI Qtr 1,Climbing - Independent,[],[],"Symms, Will",[],[],,N,Physical Education,active,0,1,1st quarter,N,[],['TBD'],[],[],"any students, new students",N,N/A
Spring 2024,31295,"Students may only apply 2 credits from 200-, 300-, and 400-level PE courses toward the 6-credit PE requirement. MANDATORY meeting on Wednesday, Mar 20, 2024, at 5pm in the Outdoor Center.",PE 204 CLI Qtr 2,Climbing - Independent,[],[],"Symms, Will",[],[],,N,Physical Education,active,0,2,2nd quarter,N,[],['TBD'],[],[],,N,N/A
Spring 2024,31305,"Students may only apply 2 credits from 200-, 300-, and 400-level PE courses toward the 6-credit PE requirement. Instructor will contact students with class information.",PE 204 RUN Qtr 2,Running Club,[],[],"Crocker, Alison",[],[],,N,Physical Education,active,0,2,2nd quarter,N,['Tu'],['17:10-18:00'],['ONLINE'],"[['Tuesday', '1710', '1800', 'ONLINE']]",,N,Online Instruction Only
Spring 2024,31171,"This course is for students who are participating in the SEEDS Community Engagement Internship Program for CE credit, permission will be granted by the SEEDS program director once students complete the registration process for the program. For more information about Community Engagement Credit, visit the SEEDS web page at:  https://www.reed.edu/seeds/community-engagement-internship-program/community-engagement-credit-program.html or email seedsinterns@reed.edu. Students may only apply 2 credits from 200-, 300-, and 400-level PE courses toward the 6-credit PE requirement.",PE 304 CME Qtr 2,Community Engagement,[],[],"Tsang, Shishei",[],[],,N,Physical Education,active,0,2,2nd quarter,N,[],['TBD'],[],[],"any students, new students",N,In-Person Instruction Only
Spring 2024,30198,,BIPY 470 Y,Thesis(Biology-Psych),[],[],Staff,[],[],,Y,Biology/Psychology,active,1,,Year-long,N,[],['TBD'],[],[],"any students, new students",N,N/A
Spring 2024,30348,,RUAN 470 Y,Thesis (Russian-Anthropology),[],[],Staff,[],[],,Y,Russian/Anthropology,active,1,,Year-long,N,[],['TBD'],[],[],"any students, new students",N,N/A
Spring 2024,30697,,BIPH 470 Y,Thesis(Biology-Philosophy),[],[],Staff,[],[],,Y,Biology/Philosophy,active,1,,Year-long,N,[],['TBD'],[],[],"any students, new students",N,N/A
Spring 2024,31035,"Although the lecture is provided asynchronously online, the conferences are only offered in person. In-person attendance is required.",HUM 220 Y01,Modern European Humanities,[],[],Staff,"['1', '2']",[],,Y,Humanities,cancelled,,,Year-long,N,,,,,,In-Person Instruction Only
Spring 2024,31097,,ECON 416 S,Computational Macroeconomics,[],[],"Cottle Hunt, Erin",['2'],[],,N,Economics,active,1,,1 semester,N,['TuTh'],['12:00-13:20'],['ETC 205'],"[['Tuesday', '1200', '1320', 'ETC 205'], ['Thursday', '1200', '1320', 'ETC 205']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30932,,THEA 100 S03,Theatre Lab,[],[],"Tamimi, Jenna",['1'],[],,N,Theatre,active,0.5,,1 semester,Y,[],['TBD'],[],[],"any students, new students",N,In-Person Instruction Only
Spring 2024,31160,,PSY 253 S,Psychedelics & Mental Health,[],[],"Ford, Matthew",['3'],[],,N,Psychology,active,1,,1 semester,Y,['MWF'],['11:00-11:50'],['PSYCH 139'],"[['Monday', '1100', '1150', 'PSYCH 139'], ['Wednesday', '1100', '1150', 'PSYCH 139'], ['Friday', '1100', '1150', 'PSYCH 139']]",,Y,In-Person Instruction Only
Spring 2024,30363,,PHIL 201 S01,Logic,[],[],"Bedau, Mark",['1'],[],,N,Philosophy,active,1,,1 semester,Y,['TuTh'],['12:00-13:20'],['BIOL 19'],"[['Tuesday', '1200', '1320', 'BIOL 19'], ['Thursday', '1200', '1320', 'BIOL 19']]","any students, new students",Y,In-Person Instruction Only
Spring 2024,30927,,PHIL 201 S02,Logic,[],[],"Bedau, Mark",['1'],[],,N,Philosophy,active,1,,1 semester,Y,['TuTh'],['13:40-15:00'],['BIOL 19'],"[['Tuesday', '1340', '1500', 'BIOL 19'], ['Thursday', '1340', '1500', 'BIOL 19']]","any students, new students",Y,In-Person Instruction Only
Spring 2024,31063,,PHYS 362 S,Solid State Physics,[],[],"Charles, Noah",['3'],[],,N,Physics,active,1,,1 semester,N,['MWF'],['11:00-11:50'],['PHYSIC 122'],"[['Monday', '1100', '1150', 'PHYSIC 122'], ['Wednesday', '1100', '1150', 'PHYSIC 122'], ['Friday', '1100', '1150', 'PHYSIC 122']]","any students, new students",N,In-Person Instruction Only
Spring 2024,31066,,POL 240 S02,Intro to Int'l Relations,[],[],"Montgomery, Alex",['2'],[],,N,Political Science,active,1,,1 semester,Y,"['Tu', 'Th']","['13:40-15:00', '13:40-15:00']","['VOLLUM VLH', 'VILASE ASPEN MR']","[['Tuesday', '1340', '1500', 'VOLLUM VLH'], ['Thursday', '1340', '1500', 'VILASE ASPEN MR']]","any students, new students",Y,In-Person Instruction Only
Spring 2024,31074,,POL 377 S,Elections: American Style,[],[],"Qi, Dan",['2'],[],,N,Political Science,active,1,,1 semester,N,['MW'],['13:10-14:30'],['VOLLUM 309'],"[['Monday', '1310', '1430', 'VOLLUM 309'], ['Wednesday', '1310', '1430', 'VOLLUM 309']]","any students, new students",N,In-Person Instruction Only
Spring 2024,31079,,PSY 203 S02 Qtr 2,Methods-Learng & Comprtv Psych,[],[],"Jensen, Greg","['3', '3+']",[],,N,Psychology,active,0.25,2,2nd quarter,N,['Tu'],['10:30-11:50'],['PSYCH 139'],"[['Tuesday', '1030', '1150', 'PSYCH 139']]",,Y,In-Person Instruction Only
Spring 2024,31080,,PSY 204 S01 Qtr 1,Methods-Educational Psychology,[],[],"Corpus, Jennifer","['3', '3+']",[],,N,Psychology,active,0.25,1,1st quarter,N,['M'],['13:10-14:30'],['PSYCH 103'],"[['Monday', '1310', '1430', 'PSYCH 103']]",,Y,In-Person Instruction Only
Spring 2024,31329,,FREN 328 S,Monstrous & Human in Fr Lit,['LIT 328'],['30896'],"Delehanty, Ann",['1'],[],,N,French,active,1,,1 semester,N,['MW'],['14:40-16:00'],['ELIOT 414'],"[['Monday', '1440', '1600', 'ELIOT 414'], ['Wednesday', '1440', '1600', 'ELIOT 414']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30937,,REL 132 S01,Intro to South Asian Buddhism,[],[],"Scheible, Kristin",['2'],[],,N,Religion,active,1,,1 semester,Y,['TuTh'],['10:30-11:50'],['ETC 208'],"[['Tuesday', '1030', '1150', 'ETC 208'], ['Thursday', '1030', '1150', 'ETC 208']]","any students, new students",Y,In-Person Instruction Only
Spring 2024,31103,,SPAN 361 S,Decentering the Human,['LITS 361'],['31104'],"Kroll, Christian",['1'],[],,N,Spanish,active,1,,1 semester,N,['MW'],['13:10-14:30'],['ELIOT 416'],"[['Monday', '1310', '1430', 'ELIOT 416'], ['Wednesday', '1310', '1430', 'ELIOT 416']]",,N,In-Person Instruction Only
Spring 2024,30030,,MPHY 470 Y,Thesis (Mathematics/Physics),[],[],Staff,[],[],,Y,Mathematics/Physics,active,1,,Year-long,N,[],['TBD'],[],[],"any students, new students",N,N/A
Spring 2024,30433,,THEA 204 S,Acting & Performance: Movement,[],[],"Wu, Barbie",['1'],[],,N,Theatre,active,0.5,,1 semester,Y,['MW'],['14:40-16:00'],['PERF 210'],"[['Monday', '1440', '1600', 'PERF 210'], ['Wednesday', '1440', '1600', 'PERF 210']]","any students, new students",Y,In-Person Instruction Only
Spring 2024,31093,,ECON 366 S,"Jobs, Technology and Trade",[],[],"Hare, Denise",['2'],[],,N,Economics,active,1,,1 semester,N,['MW'],['14:40-16:00'],['TRL 150'],"[['Monday', '1440', '1600', 'TRL 150'], ['Wednesday', '1440', '1600', 'TRL 150']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30915,,HIST 421 S,"War,Justice,Society US 1846-65",[],[],"Minardi, Margot",['2'],[],,N,History,active,1,,1 semester,N,['MW'],['14:40-16:00'],['VOLLUM 309'],"[['Monday', '1440', '1600', 'VOLLUM 309'], ['Wednesday', '1440', '1600', 'VOLLUM 309']]","any students, new students",N,In-Person Instruction Only
Spring 2024,31031,,HUM 110 Y17,Introduction to the Humanities,[],[],"Simpson, Dustin",[],[],,Y,Humanities,active,1.5,,Year-long,Y,"['MWF', 'MWF']","['09:00-09:50', '11:00-11:50']","['VOLLUM VLH', 'PHYSIC 121']","[['Monday', '0900', '0950', 'VOLLUM VLH'], ['Wednesday', '0900', '0950', 'VOLLUM VLH'], ['Friday', '0900', '0950', 'VOLLUM VLH'], ['Monday', '1100', '1150', 'PHYSIC 121'], ['Wednesday', '1100', '1150', 'PHYSIC 121'], ['Friday', '1100', '1150', 'PHYSIC 121']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30919,,LING 336 S,Linguistic Field Methods,[],[],"Khan, Sameer",['2'],[],,N,Linguistics,active,1,,1 semester,N,['W'],['18:10-21:00'],['VOLLUM 234'],"[['Wednesday', '1810', '2100', 'VOLLUM 234']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30081,,MATH 112 S01,Intro to Analysis,[],[],"Perkinson, Dave",['3'],[],,N,Mathematics,active,1,,1 semester,N,['MWF'],['12:00-12:50'],['ELIOT 314'],"[['Monday', '1200', '1250', 'ELIOT 314'], ['Wednesday', '1200', '1250', 'ELIOT 314'], ['Friday', '1200', '1250', 'ELIOT 314']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30082,,MATH 112 S02,Intro to Analysis,[],[],"Moll, Alexander",['3'],[],,N,Mathematics,active,1,,1 semester,N,['TuTh'],['10:30-11:50'],['LIB 389'],"[['Tuesday', '1030', '1150', 'LIB 389'], ['Thursday', '1030', '1150', 'LIB 389']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30187,,MATH 113 S02,Discrete Structures,[],[],"Osorno, Angélica",['3'],[],,N,Mathematics,active,1,,1 semester,Y,['MWF'],['11:00-11:50'],['LIB 389'],"[['Monday', '1100', '1150', 'LIB 389'], ['Wednesday', '1100', '1150', 'LIB 389'], ['Friday', '1100', '1150', 'LIB 389']]","any students, new students",Y,In-Person Instruction Only
Spring 2024,30664,,MATH 241 S,Data Science,[],[],"Allorant, Adrien",['3'],[],,N,Mathematics,active,1,,1 semester,N,['TuTh'],['15:10-16:30'],['ELIOT 314'],"[['Tuesday', '1510', '1630', 'ELIOT 314'], ['Thursday', '1510', '1630', 'ELIOT 314']]",,N,In-Person Instruction Only
Spring 2024,30924,,CRES 150 S,The Cultural Study of Music,['MUS 150'],['30923'],"Luker, Morgan",['1'],['Comp Race & Ethnicity Studies'],,N,Comp Race & Ethnicity Studies,active,1,,1 semester,Y,['TuTh'],['09:00-10:20'],['PERF 332'],"[['Tuesday', '0900', '1020', 'PERF 332'], ['Thursday', '0900', '1020', 'PERF 332']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30682,,CRES 254 S,Africa and Black Music,['MUS 254'],['30677'],"Burford, Mark",['1'],['Comp Race & Ethnicity Studies'],,N,Comp Race & Ethnicity Studies,active,1,,1 semester,Y,['TuTh'],['10:30-11:50'],['PERF 332'],"[['Tuesday', '1030', '1150', 'PERF 332'], ['Thursday', '1030', '1150', 'PERF 332']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30294,,MUS 305 S,Musical Ethnography,['ANTH 305'],['30607'],"Luker, Morgan",['1'],[],,N,Music,active,1,,1 semester,Y,['TuTh'],['12:00-13:20'],['PERF 332'],"[['Tuesday', '1200', '1320', 'PERF 332'], ['Thursday', '1200', '1320', 'PERF 332']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30854,,ANTH 461 S,Theories of Practice,[],[],"Silverstein, Paul",['2'],[],,N,Anthropology,active,1,,1 semester,N,['TuTh'],['13:40-15:00'],['ELIOT 419'],"[['Tuesday', '1340', '1500', 'ELIOT 419'], ['Thursday', '1340', '1500', 'ELIOT 419']]","any students, new students",N,In-Person Instruction Only
Spring 2024,31159,,PSY 338 S,Psychopharmacology,[],[],"Ford, Matthew",['3'],[],,N,Psychology,active,1,,1 semester,N,['MWF'],['14:40-15:30'],['PSYCH 139'],"[['Monday', '1440', '1530', 'PSYCH 139'], ['Wednesday', '1440', '1530', 'PSYCH 139'], ['Friday', '1440', '1530', 'PSYCH 139']]",,N,In-Person Instruction Only
Spring 2024,30903,,ANME 384 S,Archaeology of Egypt and Nubia,[],[],"Landvatter, Tom",['2'],[],,N,Ancient Mediterranean Studies,active,1,,1 semester,Y,['TuTh'],['13:40-15:00'],['LIB 41'],"[['Tuesday', '1340', '1500', 'LIB 41'], ['Thursday', '1340', '1500', 'LIB 41']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30865,,CHIN 212 S01,Intermediate Chinese II,[],[],"Jiang, Jing",['1'],['Chinese Studies'],,N,Chinese,active,1,,1 semester,N,['MTuWThF'],['11:00-11:50'],['ELIOT 123'],"[['Monday', '1100', '1150', 'ELIOT 123'], ['Tuesday', '1100', '1150', 'ELIOT 123'], ['Wednesday', '1100', '1150', 'ELIOT 123'], ['Thursday', '1100', '1150', 'ELIOT 123'], ['Friday', '1100', '1150', 'ELIOT 123']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30889,,FREN 112 S01,Beginning French II,[],[],"Monnin, Luc",['1'],[],,N,French,active,1,,1 semester,N,['MTuWThF'],['11:00-11:50'],['ELIOT 207'],"[['Monday', '1100', '1150', 'ELIOT 207'], ['Tuesday', '1100', '1150', 'ELIOT 207'], ['Wednesday', '1100', '1150', 'ELIOT 207'], ['Thursday', '1100', '1150', 'ELIOT 207'], ['Friday', '1100', '1150', 'ELIOT 207']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30890,,FREN 112 S02,Beginning French II,[],[],"Monnin, Luc",['1'],[],,N,French,active,1,,1 semester,N,['MTuWThF'],['12:00-12:50'],['ELIOT 207'],"[['Monday', '1200', '1250', 'ELIOT 207'], ['Tuesday', '1200', '1250', 'ELIOT 207'], ['Wednesday', '1200', '1250', 'ELIOT 207'], ['Thursday', '1200', '1250', 'ELIOT 207'], ['Friday', '1200', '1250', 'ELIOT 207']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30605,,MATH 392 S,Mathematical Statistics,[],[],"Wainstein, Lenny",['3'],[],,N,Mathematics,active,1,,1 semester,N,['MWF'],['09:00-09:50'],['PHYSIC 122'],"[['Monday', '0900', '0950', 'PHYSIC 122'], ['Wednesday', '0900', '0950', 'PHYSIC 122'], ['Friday', '0900', '0950', 'PHYSIC 122']]","any students, new students",N,In-Person Instruction Only
Spring 2024,31101,Open to firstyear students with consent of the instructor.,REL 363 S01,Holy Sh*t: Religious Things,[],[],"Mixon, Candace",['2'],[],,N,Religion,active,1,,1 semester,N,['MW'],['14:40-16:00'],['VOLLUM 134'],"[['Monday', '1440', '1600', 'VOLLUM 134'], ['Wednesday', '1440', '1600', 'VOLLUM 134']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30542,,CRES 300 S,JSem: Race and Immigration,['ANTH 398'],['30852'],"Silverstein, Paul",['2'],['Comp Race & Ethnicity Studies'],,N,Comp Race & Ethnicity Studies,active,1,,1 semester,N,['W'],['18:10-21:00'],['ELIOT 416'],"[['Wednesday', '1810', '2100', 'ELIOT 416']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30844,,ANTH 201 S01,"Topics: Lang, Culture, Power",[],[],"Makley, Charlene",['2'],[],,N,Anthropology,active,1,,1 semester,Y,['MW'],['13:10-14:30'],['VOLLUM 120'],"[['Monday', '1310', '1430', 'VOLLUM 120'], ['Wednesday', '1310', '1430', 'VOLLUM 120']]","any students, new students",Y,In-Person Instruction Only
Spring 2024,30847,,ANTH 201 S04,Topics:Decolonizng Archaeology,[],[],"Roche Recinos, Alejandra",['2'],[],,N,Anthropology,active,1,,1 semester,Y,['TuTh'],['15:10-16:30'],['ELIOT 416'],"[['Tuesday', '1510', '1630', 'ELIOT 416'], ['Thursday', '1510', '1630', 'ELIOT 416']]","any students, new students",Y,In-Person Instruction Only
Spring 2024,30946,,SOC 371 S,Military & Society,[],[],"Kwon, Yaejoon",['2'],['Comp Race & Ethnicity Studies'],,N,Sociology,active,1,,1 semester,N,['TuTh'],['13:40-15:00'],['VOLLUM 126'],"[['Tuesday', '1340', '1500', 'VOLLUM 126'], ['Thursday', '1340', '1500', 'VOLLUM 126']]","any students, new students",N,In-Person Instruction Only
Spring 2024,31135,,ICPS 301 S,Interdisciplinary Approaches,['POL 351'],['31136'],"Montgomery, Alex",['2'],[],,N,International Policy Studies,active,0.5,,1 semester,N,['M'],['13:10-14:30'],['VOLLUM 234'],"[['Monday', '1310', '1430', 'VOLLUM 234']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30225,,BIOL 211 S,Scientific Lit & Discourse,[],[],"Zornik, Erik",[],[],,N,Biology,active,0.5,,1 semester,N,"['F', 'F']","['12:00-12:50', '13:10-14:30']","['BIOL 19', 'BIOL 200A']","[['Friday', '1200', '1250', 'BIOL 19'], ['Friday', '1310', '1430', 'BIOL 200A']]","any students, new students",N,In-Person Instruction Only
Spring 2024,31332,,BIOL 273 S,Evolution,[],[],"Schaack, Sarah",['3'],['Environmental Studies'],,N,Biology,active,1,,1 semester,N,['TuTh'],['10:30-11:50'],['CHEM 301'],"[['Tuesday', '1030', '1150', 'CHEM 301'], ['Thursday', '1030', '1150', 'CHEM 301']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30193,,CHEM 230 S,Environmental Chemistry,[],[],"Gratz, Lynne",['3'],['Environmental Studies'],,N,Chemistry,active,1,,1 semester,N,['MW'],['13:10-14:30'],['CHEM 301'],"[['Monday', '1310', '1430', 'CHEM 301'], ['Wednesday', '1310', '1430', 'CHEM 301']]","any students, new students",N,In-Person Instruction Only
Spring 2024,31114,Course is not included in Reed GPA.,ARAB 212 S,Intermediate Arabic II,[],[],Staff,['1'],[],,N,Arabic,cancelled,,,1 semester,N,,,,,,In-Person Instruction Only
Spring 2024,30874,A writing sample must be submitted to the instructor for admission to all Creative Writing courses. Please refer to the Creative Writing page on the Reed website for more information.,CRWR 224 S,Introduction to Poetry Wkshp,[],[],"Kane, Joan",['1'],[],,N,Creative Writing,active,1,,1 semester,Y,['TuTh'],['12:00-13:20'],['VOLLUM 118'],"[['Tuesday', '1200', '1320', 'VOLLUM 118'], ['Thursday', '1200', '1320', 'VOLLUM 118']]",,N,In-Person Instruction Only
Spring 2024,30366,,CSCI 387 S01,Computability & Complexity,['MATH 387'],['30696'],"Groce, Adam",['3'],[],,N,Computer Science,active,1,,1 semester,N,['MW'],['13:10-14:30'],['LIB 204'],"[['Monday', '1310', '1430', 'LIB 204'], ['Wednesday', '1310', '1430', 'LIB 204']]","any students, new students",N,In-Person Instruction Only
Spring 2024,31012,,CSCI 396 S,Computer Networks,[],[],"McGuffey, Charles",['3'],[],,N,Computer Science,active,1,,1 semester,N,['MWF'],['12:00-12:50'],['CHEM 301'],"[['Monday', '1200', '1250', 'CHEM 301'], ['Wednesday', '1200', '1250', 'CHEM 301'], ['Friday', '1200', '1250', 'CHEM 301']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30959,"DANC 252 is offered as either academic credit (one-half or one unit), or as PE credit, and may not be taken for both.",DANC 252 S02,Improvisation,['DANC 252'],['30958'],"Mann, Carla",['1'],[],,N,Dance,active,1,,1 semester,Y,['MW'],['14:40-16:00'],['PERF 240'],"[['Monday', '1440', '1600', 'PERF 240'], ['Wednesday', '1440', '1600', 'PERF 240']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30884,,ENG 333 S,Postcolonial Hauntings,[],[],"Rajbhandari, Kritish",['1'],['Comp Race & Ethnicity Studies'],,N,English,active,1,,1 semester,N,['MW'],['14:40-16:00'],['ETC 208'],"[['Monday', '1440', '1600', 'ETC 208'], ['Wednesday', '1440', '1600', 'ETC 208']]",,N,In-Person Instruction Only
